source_url,linked_url,normalized_linked_url,raw_href,target_url,target_resolved_via_alias,linked_url_differs_from_canonical,self_canonical_target,linked_url_is_redirect,linked_url_redirect_status,linked_url_redirect_hops_to_final,linked_url_redirect_final_url,linked_url_is_noncanonical_variant,anchor_text,anchor_text_normalized,link_context,occurrences,nofollow_occurrences,hidden_occurrences,link_evidence,source_is_hub,source_28d_visitors,source_is_observed_high_traffic,target_is_crawled_canonical,source_out_degree,target_in_degree,source_depth,target_depth,target_pagerank
https://www.suvroghosh.in/,https://www.suvroghosh.in/topics,https://www.suvroghosh.in/topics,/topics,https://www.suvroghosh.in/topics,false,false,false,false,,,,false,Topics,topics,nav,3,0,1,rendered_dom,true,150,true,true,19,931,0,1,0.0389352519
https://www.suvroghosh.in/,https://www.suvroghosh.in/topics/songs,https://www.suvroghosh.in/topics/songs,/topics/songs,https://www.suvroghosh.in/topics/songs,false,false,false,false,,,,false,Music ↗,music ↗,nav,1,0,0,rendered_dom,true,150,true,true,19,22,0,1,0.004018281
https://www.suvroghosh.in/,https://www.suvroghosh.in/writing,https://www.suvroghosh.in/writing,/writing,https://www.suvroghosh.in/writing,false,false,false,false,,,,false,Writing,writing,nav,1,0,0,rendered_dom,true,150,true,true,19,931,0,1,0.0393576173
https://www.suvroghosh.in/,https://www.suvroghosh.in/writing,https://www.suvroghosh.in/writing,/writing,https://www.suvroghosh.in/writing,false,false,false,false,,,,false,Writing Browse the reading room →,writing browse the reading room →,header,1,0,1,rendered_dom,true,150,true,true,19,931,0,1,0.0393576173
https://www.suvroghosh.in/,https://www.suvroghosh.in/writing,https://www.suvroghosh.in/writing,/writing,https://www.suvroghosh.in/writing,false,false,false,false,,,,false,Writings,writings,main,1,0,0,rendered_dom,true,150,true,true,19,931,0,1,0.0393576173
https://www.suvroghosh.in/,https://www.suvroghosh.in/writing,https://www.suvroghosh.in/writing,/writing,https://www.suvroghosh.in/writing,false,false,false,false,,,,false,Writings ↗,writings ↗,nav,1,0,0,rendered_dom,true,150,true,true,19,931,0,1,0.0393576173
https://www.suvroghosh.in/blog,https://www.suvroghosh.in/,https://www.suvroghosh.in/,/,https://www.suvroghosh.in/,false,false,false,false,,,,false,Home Return to the main page →,home return to the main page →,header,1,0,1,rendered_dom,true,296,true,true,44,932,1,0,0.0399092992
https://www.suvroghosh.in/blog,https://www.suvroghosh.in/,https://www.suvroghosh.in/,/,https://www.suvroghosh.in/,false,false,false,false,,,,false,SuvroGhosh .IN,suvroghosh .in,footer,1,0,0,rendered_dom,true,296,true,true,44,932,1,0,0.0399092992
https://www.suvroghosh.in/blog,https://www.suvroghosh.in/,https://www.suvroghosh.in/,/,https://www.suvroghosh.in/,false,false,false,false,,,,false,SuvroGhosh.IN সুভ্র ঘোষ,suvroghosh.in সুভ্র ঘোষ,header,1,0,0,rendered_dom,true,296,true,true,44,932,1,0,0.0399092992
https://www.suvroghosh.in/blog,https://www.suvroghosh.in/blog?page=2,https://www.suvroghosh.in/blog?page=2,/blog?page=2,https://www.suvroghosh.in/blog?page=2,false,false,false,false,,,,false,2,2,pagination,1,0,0,rendered_dom,true,296,true,true,44,2,1,2,0.0009465583
https://www.suvroghosh.in/blog,https://www.suvroghosh.in/blog?page=2,https://www.suvroghosh.in/blog?page=2,/blog?page=2,https://www.suvroghosh.in/blog?page=2,false,false,false,false,,,,false,Next →,next →,pagination,1,0,0,rendered_dom,true,296,true,true,44,2,1,2,0.0009465583
https://www.suvroghosh.in/blog,https://www.suvroghosh.in/blog?page=3,https://www.suvroghosh.in/blog?page=3,/blog?page=3,https://www.suvroghosh.in/blog?page=3,false,false,false,false,,,,false,3,3,pagination,1,0,0,rendered_dom,true,296,true,true,44,3,1,2,0.0009503303
https://www.suvroghosh.in/blog,https://www.suvroghosh.in/blog?page=46,https://www.suvroghosh.in/blog?page=46,/blog?page=46,https://www.suvroghosh.in/blog?page=46,false,false,false,false,,,,false,46,46,pagination,1,0,0,rendered_dom,true,296,true,true,44,45,1,2,0.0010986426
https://www.suvroghosh.in/blog,https://www.suvroghosh.in/blog/archive/2019,https://www.suvroghosh.in/blog/archive/2019,/blog/archive/2019,https://www.suvroghosh.in/blog/archive/2019,false,false,false,false,,,,false,2019 (1),2019 (1),nav,1,0,0,rendered_dom,true,296,true,true,44,95,1,2,0.0014502141
https://www.suvroghosh.in/blog,https://www.suvroghosh.in/blog/archive/2024,https://www.suvroghosh.in/blog/archive/2024,/blog/archive/2024,https://www.suvroghosh.in/blog/archive/2024,false,false,false,false,,,,false,2024 (5),2024 (5),nav,1,0,0,rendered_dom,true,296,true,true,44,98,1,2,0.0014968958
https://www.suvroghosh.in/blog,https://www.suvroghosh.in/blog/archive/2025,https://www.suvroghosh.in/blog/archive/2025,/blog/archive/2025,https://www.suvroghosh.in/blog/archive/2025,false,false,false,false,,,,false,2025 (2),2025 (2),nav,1,0,0,rendered_dom,true,296,true,true,44,96,1,2,0.0014669064
https://www.suvroghosh.in/blog,https://www.suvroghosh.in/blog/archive/2026,https://www.suvroghosh.in/blog/archive/2026,/blog/archive/2026,https://www.suvroghosh.in/blog/archive/2026,false,false,false,false,,,,false,2026 (541),2026 (541),nav,1,0,0,rendered_dom,true,296,true,true,44,142,1,2,0.0017589544
https://www.suvroghosh.in/blog,https://www.suvroghosh.in/blog/artificial-intelligence/open-ai-astra-broke-mathematics,https://www.suvroghosh.in/blog/artificial-intelligence/open-ai-astra-broke-mathematics,/blog/artificial-intelligence/open-ai-astra-broke-mathematics,https://www.suvroghosh.in/blog/artificial-intelligence/open-ai-astra-broke-mathematics,false,false,false,false,,,,false,The Machine That Ate Ten Theorems: How OpenAI's Unreleased Astra Model Produced Ten Mathematical Advances AI & Technology 2 Aug 2026,the machine that ate ten theorems: how openai's unreleased astra model produced ten mathematical advances ai & technology 2 aug 2026,main,1,0,0,rendered_dom,true,296,true,true,44,8,1,2,0.0013757827
https://www.suvroghosh.in/blog,https://www.suvroghosh.in/blog/engineering-blog/sql-or-sequel-the-immortal-language-of-data,https://www.suvroghosh.in/blog/engineering-blog/sql-or-sequel-the-immortal-language-of-data,/blog/engineering-blog/sql-or-sequel-the-immortal-language-of-data,https://www.suvroghosh.in/blog/engineering-blog/sql-or-sequel-the-immortal-language-of-data,false,false,false,false,,,,false,"SQL, or Sequel: The Immortal Language of Data AI & Technology 31 Jul 2026","sql, or sequel: the immortal language of data ai & technology 31 jul 2026",main,1,0,0,rendered_dom,true,296,true,true,44,8,1,2,0.001291876
https://www.suvroghosh.in/blog,https://www.suvroghosh.in/blog/essay/dhhur,https://www.suvroghosh.in/blog/essay/dhhur,/blog/essay/dhhur,https://www.suvroghosh.in/blog/essay/dhhur,false,false,false,false,,,,false,"Dhhur, or The Recyclable Meat Hypothesis Essays 3 Aug 2026","dhhur, or the recyclable meat hypothesis essays 3 aug 2026",main,1,0,0,rendered_dom,true,296,true,true,44,9,1,2,0.0026259741
https://www.suvroghosh.in/blog,https://www.suvroghosh.in/blog/essay/rictus-calcuttensis,https://www.suvroghosh.in/blog/essay/rictus-calcuttensis,/blog/essay/rictus-calcuttensis,https://www.suvroghosh.in/blog/essay/rictus-calcuttensis,false,false,false,false,,,,false,Rictus Calcuttensis: Notes on the Geology of the Failed Smile Essays 30 Jul 2026,rictus calcuttensis: notes on the geology of the failed smile essays 30 jul 2026,main,1,0,0,rendered_dom,true,296,true,true,44,7,1,2,0.001222091
https://www.suvroghosh.in/blog,https://www.suvroghosh.in/blog/games,https://www.suvroghosh.in/blog/games,/blog/games,https://www.suvroghosh.in/blog/games,false,false,false,false,,,,false,Games,games,nav,3,0,1,rendered_dom,true,296,true,true,44,932,1,1,0.039308149
https://www.suvroghosh.in/blog,https://www.suvroghosh.in/blog/games,https://www.suvroghosh.in/blog/games,/blog/games,https://www.suvroghosh.in/blog/games,false,false,false,false,,,,false,Games Play strange browser games from Calcutta →,games play strange browser games from calcutta →,header,1,0,1,rendered_dom,true,296,true,true,44,932,1,1,0.039308149
https://www.suvroghosh.in/blog,https://www.suvroghosh.in/blog/personal/containment-breach-protocol,https://www.suvroghosh.in/blog/personal/containment-breach-protocol,/blog/personal/containment-breach-protocol,https://www.suvroghosh.in/blog/personal/containment-breach-protocol,false,false,false,false,,,,false,Containment Breach: A Protocol for Intermittent Filial Contact and the Architecture of Refusal Essays 3 Aug 2026,containment breach: a protocol for intermittent filial contact and the architecture of refusal essays 3 aug 2026,main,1,0,0,rendered_dom,true,296,true,true,44,10,1,1,0.0043789174
https://www.suvroghosh.in/blog,https://www.suvroghosh.in/blog/topics/ai,https://www.suvroghosh.in/blog/topics/ai,/blog/topics/ai,https://www.suvroghosh.in/blog/topics/ai,false,false,false,false,,,,false,AI (65),ai (65),nav,1,0,0,rendered_dom,true,296,true,true,44,154,1,2,0.0026475451
