page_id,page_type,url,profile,run,row_status,fetch_time_utc,lighthouse_version,browser_user_agent,final_url,performance_score_0_100,accessibility_score_0_100,lcp_ms,interaction_lab_proxy,tbt_ms,cls,ttfb_ms,fcp_ms,speed_index_ms,total_transfer_bytes,javascript_transfer_bytes,unused_javascript_bytes,image_transfer_bytes,font_transfer_bytes,main_thread_ms,script_evaluation_ms,javascript_bootup_ms,long_task_count,max_long_task_ms,layout_shift_count,network_rtt_ms,network_throughput_kbps,cpu_slowdown_multiplier,accessibility_failure_count,accessibility_failure_ids,telemetry_block_patterns,telemetry_block_verified,telemetry_network_records_seen,telemetry_completed_request_count,command_exit_code,error
heaviest-visualization,heaviest_visualization,https://www.suvroghosh.in/blog/visualizations/the-fractal-atlas,desktop,1,VERIFIED_LAB_RUN_TELEMETRY_BLOCKED,2026-08-06T08:09:59.342Z,13.4.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/151.0.0.0 Safari/537.36",https://www.suvroghosh.in/blog/visualizations/the-fractal-atlas,99,97,816.34,Total Blocking Time (navigation-lab proxy; INP requires field interaction data),0,0.0234,43,685.34,1118.7,1028299,281868,67497,88743,503409,1016.01,162.84,155.86,1,198,2,40,10240,1,2,color-contrast|label-content-name-mismatch,*/_vercel/insights/*|*/_vercel/speed-insights/*|*vercel-insights.com/*|*vercel-analytics.com/*|*vercel-scripts.com/*,YES,0,0,0,
heaviest-visualization,heaviest_visualization,https://www.suvroghosh.in/blog/visualizations/the-fractal-atlas,desktop,2,VERIFIED_LAB_RUN_TELEMETRY_BLOCKED,2026-08-06T08:10:21.735Z,13.4.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/151.0.0.0 Safari/537.36",https://www.suvroghosh.in/blog/visualizations/the-fractal-atlas,93,97,1235.44,Total Blocking Time (navigation-lab proxy; INP requires field interaction data),0,0.0234,44,1118.44,1667.64,1028267,281637,74279,88900,503286,1071.48,143.53,138.35,1,223,2,40,10240,1,2,color-contrast|label-content-name-mismatch,*/_vercel/insights/*|*/_vercel/speed-insights/*|*vercel-insights.com/*|*vercel-analytics.com/*|*vercel-scripts.com/*,YES,0,0,0,
heaviest-visualization,heaviest_visualization,https://www.suvroghosh.in/blog/visualizations/the-fractal-atlas,desktop,3,VERIFIED_LAB_RUN_TELEMETRY_BLOCKED,2026-08-06T08:11:13.484Z,13.4.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/151.0.0.0 Safari/537.36",https://www.suvroghosh.in/blog/visualizations/the-fractal-atlas,95,97,1025.03,Total Blocking Time (navigation-lab proxy; INP requires field interaction data),0,0.0234,67,910.03,1777.04,1028240,281559,74279,88894,503259,1062.67,119.34,114.66,1,214,1,40,10240,1,2,color-contrast|label-content-name-mismatch,*/_vercel/insights/*|*/_vercel/speed-insights/*|*vercel-insights.com/*|*vercel-analytics.com/*|*vercel-scripts.com/*,YES,0,0,0,
homepage,homepage,https://www.suvroghosh.in/,mobile,median,MEDIAN_OF_3_VERIFIED_TELEMETRY_BLOCKED_LAB_RUNS,2026-08-06T07:54:34.762Z,13.4.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/151.0.0.0 Safari/537.36",https://www.suvroghosh.in/,97,100,2014.54,Total Blocking Time median (navigation-lab proxy; INP requires field interaction data),17.5,0.0504,177,1757.04,3407.74,314375,102178,0,892,165962,1606.52,394.97,375.28,3,234,1,150,1638.4,4,0,,*/_vercel/insights/*|*/_vercel/speed-insights/*|*vercel-insights.com/*|*vercel-analytics.com/*|*vercel-scripts.com/*,YES,0,0,0,
homepage,homepage,https://www.suvroghosh.in/,desktop,median,MEDIAN_OF_3_VERIFIED_TELEMETRY_BLOCKED_LAB_RUNS,2026-08-06T07:55:28.516Z,13.4.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/151.0.0.0 Safari/537.36",https://www.suvroghosh.in/,100,100,526.69,Total Blocking Time median (navigation-lab proxy; INP requires field interaction data),0,0.0601,68,449.19,678.52,505898,102149,0,875,357540,464.88,94.89,49.4,1,76,2,40,10240,1,1,label-content-name-mismatch,*/_vercel/insights/*|*/_vercel/speed-insights/*|*vercel-insights.com/*|*vercel-analytics.com/*|*vercel-scripts.com/*,YES,0,0,0,
resume,resume,https://www.suvroghosh.in/resume,mobile,median,MEDIAN_OF_3_VERIFIED_TELEMETRY_BLOCKED_LAB_RUNS,2026-08-06T07:56:27.999Z,13.4.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/151.0.0.0 Safari/537.36",https://www.suvroghosh.in/resume,95,95,2270.06,Total Blocking Time median (navigation-lab proxy; INP requires field interaction data),44,0,146,1819.87,2837.2,1544219,1004581,0,8683,248139,1341.2,207.21,174.98,5,221,0,150,1638.4,4,1,color-contrast,*/_vercel/insights/*|*/_vercel/speed-insights/*|*vercel-insights.com/*|*vercel-analytics.com/*|*vercel-scripts.com/*,YES,0,0,0,
resume,resume,https://www.suvroghosh.in/resume,desktop,median,MEDIAN_OF_3_VERIFIED_TELEMETRY_BLOCKED_LAB_RUNS,2026-08-06T07:57:28.997Z,13.4.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/151.0.0.0 Safari/537.36",https://www.suvroghosh.in/resume,94,96,1250.63,Total Blocking Time median (navigation-lab proxy; INP requires field interaction data),0,0.0012,41,1222.48,1222.48,1874385,1028257,0,124406,439685,352.4,60.47,14.14,1,62,2,40,10240,1,2,color-contrast|label-content-name-mismatch,*/_vercel/insights/*|*/_vercel/speed-insights/*|*vercel-insights.com/*|*vercel-analytics.com/*|*vercel-scripts.com/*,YES,0,0,0,
consulting,consulting,https://www.suvroghosh.in/consulting,mobile,median,MEDIAN_OF_3_VERIFIED_TELEMETRY_BLOCKED_LAB_RUNS,2026-08-06T07:58:24.883Z,13.4.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/151.0.0.0 Safari/537.36",https://www.suvroghosh.in/consulting,99,100,1798.75,Total Blocking Time median (navigation-lab proxy; INP requires field interaction data),25,0,44,1348.75,1566.42,312758,101005,0,865,165958,1516.22,352.14,323.74,4,182,0,150,1638.4,4,0,,*/_vercel/insights/*|*/_vercel/speed-insights/*|*vercel-insights.com/*|*vercel-analytics.com/*|*vercel-scripts.com/*,YES,0,0,0,
consulting,consulting,https://www.suvroghosh.in/consulting,desktop,median,MEDIAN_OF_3_VERIFIED_TELEMETRY_BLOCKED_LAB_RUNS,2026-08-06T07:59:18.636Z,13.4.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/151.0.0.0 Safari/537.36",https://www.suvroghosh.in/consulting,100,100,547.61,Total Blocking Time median (navigation-lab proxy; INP requires field interaction data),0,0.0032,55,498.15,689.02,504374,101117,0,875,357571,388.31,88.19,47.96,0,0,1,40,10240,1,1,label-content-name-mismatch,*/_vercel/insights/*|*/_vercel/speed-insights/*|*vercel-insights.com/*|*vercel-analytics.com/*|*vercel-scripts.com/*,YES,0,0,0,
normal-long-article,normal_long_article,https://www.suvroghosh.in/blog/engineering-blog/sql-or-sequel-the-immortal-language-of-data,mobile,median,MEDIAN_OF_3_VERIFIED_TELEMETRY_BLOCKED_LAB_RUNS,2026-08-06T08:00:34.201Z,13.4.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/151.0.0.0 Safari/537.36",https://www.suvroghosh.in/blog/engineering-blog/sql-or-sequel-the-immortal-language-of-data,88,100,3295.11,Total Blocking Time median (navigation-lab proxy; INP requires field interaction data),68,0,44,2519.96,4068.69,592626,159844,0,46890,226231,2723.03,375.33,344.45,7,514,0,150,1638.4,4,0,,*/_vercel/insights/*|*/_vercel/speed-insights/*|*vercel-insights.com/*|*vercel-analytics.com/*|*vercel-scripts.com/*,YES,0,0,0,
normal-long-article,normal_long_article,https://www.suvroghosh.in/blog/engineering-blog/sql-or-sequel-the-immortal-language-of-data,desktop,median,MEDIAN_OF_3_VERIFIED_TELEMETRY_BLOCKED_LAB_RUNS,2026-08-06T08:01:41.049Z,13.4.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/151.0.0.0 Safari/537.36",https://www.suvroghosh.in/blog/engineering-blog/sql-or-sequel-the-immortal-language-of-data,99,100,817.34,Total Blocking Time median (navigation-lab proxy; INP requires field interaction data),0,0.0096,117,684.84,904.93,784287,159799,0,46912,417802,548.77,87.88,80.34,1,90,2,40,10240,1,1,label-content-name-mismatch,*/_vercel/insights/*|*/_vercel/speed-insights/*|*vercel-insights.com/*|*vercel-analytics.com/*|*vercel-scripts.com/*,YES,0,0,0,
media-heavy-article,media_heavy_article,https://www.suvroghosh.in/blog/personal/schooling-in-calcutta,mobile,median,MEDIAN_OF_3_VERIFIED_TELEMETRY_BLOCKED_LAB_RUNS,2026-08-06T08:03:12.351Z,13.4.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/151.0.0.0 Safari/537.36",https://www.suvroghosh.in/blog/personal/schooling-in-calcutta,93,100,2923.42,Total Blocking Time median (navigation-lab proxy; INP requires field interaction data),35,0,46,2098.42,2340.56,588552,137401,0,107842,206561,1689.86,323.44,289.28,4,251,0,150,1638.4,4,0,,*/_vercel/insights/*|*/_vercel/speed-insights/*|*vercel-insights.com/*|*vercel-analytics.com/*|*vercel-scripts.com/*,YES,0,0,0,
media-heavy-article,media_heavy_article,https://www.suvroghosh.in/blog/personal/schooling-in-calcutta,desktop,median,MEDIAN_OF_3_VERIFIED_TELEMETRY_BLOCKED_LAB_RUNS,2026-08-06T08:04:16.339Z,13.4.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/151.0.0.0 Safari/537.36",https://www.suvroghosh.in/blog/personal/schooling-in-calcutta,99,100,698.89,Total Blocking Time median (navigation-lab proxy; INP requires field interaction data),0,0.011,46,558.89,1196.15,780112,137289,0,107710,398118,386.96,72.53,63.95,1,67,1,40,10240,1,1,label-content-name-mismatch,*/_vercel/insights/*|*/_vercel/speed-insights/*|*vercel-insights.com/*|*vercel-analytics.com/*|*vercel-scripts.com/*,YES,0,0,0,
archive,archive_page,https://www.suvroghosh.in/blog/archive/2026/07,mobile,median,MEDIAN_OF_3_VERIFIED_TELEMETRY_BLOCKED_LAB_RUNS,2026-08-06T08:05:19.136Z,13.4.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/151.0.0.0 Safari/537.36",https://www.suvroghosh.in/blog/archive/2026/07,94,100,3021.58,Total Blocking Time median (navigation-lab proxy; INP requires field interaction data),31,0,43,1596.58,1867.65,834963,106308,0,506465,165931,1531.76,386.01,366.7,3,140,0,150,1638.4,4,0,,*/_vercel/insights/*|*/_vercel/speed-insights/*|*vercel-insights.com/*|*vercel-analytics.com/*|*vercel-scripts.com/*,YES,0,0,0,
archive,archive_page,https://www.suvroghosh.in/blog/archive/2026/07,desktop,median,MEDIAN_OF_3_VERIFIED_TELEMETRY_BLOCKED_LAB_RUNS,2026-08-06T08:06:29.455Z,13.4.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/151.0.0.0 Safari/537.36",https://www.suvroghosh.in/blog/archive/2026/07,99,100,775.16,Total Blocking Time median (navigation-lab proxy; INP requires field interaction data),0,0,50,548.66,1015.8,2194556,106273,0,1674385,357616,521.82,127.89,121.67,1,50,1,40,10240,1,1,label-content-name-mismatch,*/_vercel/insights/*|*/_vercel/speed-insights/*|*vercel-insights.com/*|*vercel-analytics.com/*|*vercel-scripts.com/*,YES,0,0,0,
lightweight-visualization,lightweight_visualization,https://www.suvroghosh.in/blog/visualizations/hello-fragment-your-first-shader-from-scratch,mobile,median,MEDIAN_OF_3_VERIFIED_TELEMETRY_BLOCKED_LAB_RUNS,2026-08-06T08:07:32.057Z,13.4.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/151.0.0.0 Safari/537.36",https://www.suvroghosh.in/blog/visualizations/hello-fragment-your-first-shader-from-scratch,94,100,2757.87,Total Blocking Time median (navigation-lab proxy; INP requires field interaction data),36,0,42,2082.87,2148.79,513371,149072,0,874,226074,1883.28,291,265.97,3,378,0,150,1638.4,4,0,,*/_vercel/insights/*|*/_vercel/speed-insights/*|*vercel-insights.com/*|*vercel-analytics.com/*|*vercel-scripts.com/*,YES,0,0,0,
lightweight-visualization,lightweight_visualization,https://www.suvroghosh.in/blog/visualizations/hello-fragment-your-first-shader-from-scratch,desktop,median,MEDIAN_OF_3_VERIFIED_TELEMETRY_BLOCKED_LAB_RUNS,2026-08-06T08:08:34.288Z,13.4.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/151.0.0.0 Safari/537.36",https://www.suvroghosh.in/blog/visualizations/hello-fragment-your-first-shader-from-scratch,100,100,723.15,Total Blocking Time median (navigation-lab proxy; INP requires field interaction data),0,0.0109,51,619.49,816.01,869128,148886,0,164832,417769,456.83,73.23,68.23,1,81,1,40,10240,1,1,label-content-name-mismatch,*/_vercel/insights/*|*/_vercel/speed-insights/*|*vercel-insights.com/*|*vercel-analytics.com/*|*vercel-scripts.com/*,YES,0,0,0,
heaviest-visualization,heaviest_visualization,https://www.suvroghosh.in/blog/visualizations/the-fractal-atlas,mobile,median,MEDIAN_OF_3_VERIFIED_TELEMETRY_BLOCKED_LAB_RUNS,2026-08-06T08:09:38.029Z,13.4.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/151.0.0.0 Safari/537.36",https://www.suvroghosh.in/blog/visualizations/the-fractal-atlas,88,97,3196.85,Total Blocking Time median (navigation-lab proxy; INP requires field interaction data),187,0.0415,56,2146.85,3004.15,836620,281573,74101,88841,311861,4370.56,597.42,574.11,6,772,1,150,1638.4,4,2,color-contrast|label-content-name-mismatch,*/_vercel/insights/*|*/_vercel/speed-insights/*|*vercel-insights.com/*|*vercel-analytics.com/*|*vercel-scripts.com/*,YES,0,0,0,
heaviest-visualization,heaviest_visualization,https://www.suvroghosh.in/blog/visualizations/the-fractal-atlas,desktop,median,MEDIAN_OF_3_VERIFIED_TELEMETRY_BLOCKED_LAB_RUNS,2026-08-06T08:11:13.484Z,13.4.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) HeadlessChrome/151.0.0.0 Safari/537.36",https://www.suvroghosh.in/blog/visualizations/the-fractal-atlas,95,97,1025.03,Total Blocking Time median (navigation-lab proxy; INP requires field interaction data),0,0.0234,44,910.03,1667.64,1028267,281637,74279,88894,503286,1062.67,143.53,138.35,1,214,2,40,10240,1,2,color-contrast|label-content-name-mismatch,*/_vercel/insights/*|*/_vercel/speed-insights/*|*vercel-insights.com/*|*vercel-analytics.com/*|*vercel-scripts.com/*,YES,0,0,0,
